provider_id,provider_name,address,shopping_mall,account_owner_salesforce,account_manager_name,delivery_vertical,provider_status,lifecycle_status,orders_placed_24_30_aug,delivered_orders_24_30_aug,failed_orders_24_30_aug,rejected_by_provider_24_30_aug,cancelled_after_accept_24_30_aug,provider_name_databricks,address_databricks,in_original_sheet,completeness_note
203223,Чорноморка в Республіці,Кільцева дорога 1 02000 Kyiv Ukraine,Respublika Park,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,5,5,0,0,0,Чорноморка в Республіці,Кільцева дорога 1 02000 Kyiv Ukraine,yes,
22899,1708 Pizza di Napoli Ретровіль,"Київ, пр-т Правди, 47 (ТРЦ Ретровіль)",Retroville,Sviatoslav Yurchuk,Sviatoslav Yurchuk,food,active,ready_for_work,0,0,0,0,0,1708 Pizza di Napoli Ретровіль,"Київ, пр-т Правди, 47 (ТРЦ Ретровіль)",yes,
30670,Cinnabon Retroville,"Київ, пр-т Правди, 47 ТРЦ Retroville",Retroville,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,22,20,2,1,1,Cinnabon Retroville,"Київ, пр-т Правди, 47 ТРЦ Retroville",yes,
177074,Greek House ТРЦ Retroville,проспект Європейського Союзу 47 04208 Kyiv Ukraine,Retroville,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,71,71,0,0,0,Greek House ТРЦ Retroville,проспект Європейського Союзу 47 04208 Kyiv Ukraine,yes,
33595,Gremio Grill Ретровіль,"Київ, проспект Правди, 47",Retroville,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,27,24,3,0,0,Gremio Grill Ретровіль,"Київ, проспект Правди, 47",yes,
15958,KFC Ретровіль,"м. Київ, проспект Правди, 47",Retroville,Khrystyna Bukhnii,Khrystyna Bukhnii,food,active,ready_for_work,134,109,25,0,15,KFC Ретровіль,"м. Київ, проспект Правди, 47",yes,
19800,Lviv Croissants Retroville,"Київ, проспект Правди, 47 (ТРЦ Ретровіль)",Retroville,Khrystyna Bukhnii,Khrystyna Bukhnii,food,active,ready_for_work,25,25,0,0,0,Lviv Croissants Retroville,"Київ, проспект Правди, 47 (ТРЦ Ретровіль)",yes,
65231,McDonald's Retroville,"Ретровіль, проспект Європейського Союзу, 47",Retroville,Ganna Rudaia,Ganna Rudaia,food,active,ready_for_work,400,341,59,0,18,McDonald's Retroville,"Ретровіль, проспект Європейського Союзу, 47",yes,
80465,Pesto Cafe Правди,"Київ, пр-т Правди, 47",Retroville,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,9,6,3,0,1,Pesto Cafe Правди,"Київ, пр-т Правди, 47",yes,
173035,Salateira Проспект Правди,проспект Європейського Союзу 47 02000 Kyiv Ukraine,Retroville,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,19,19,0,0,0,Salateira Проспект Правди,проспект Європейського Союзу 47 02000 Kyiv Ukraine,yes,
77129,Shashlikyan Ретровіль,"Київ, пр-т Правди, 47",Retroville,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,30,25,5,0,2,Shashlikyan Ретровіль,"Київ, пр-т Правди, 47",yes,
151228,Sushi Nice Retroville,проспект Європейського Союзу 47 02000 Kyiv Ukraine,Retroville,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,4,3,1,0,1,Sushi Nice Retroville,проспект Європейського Союзу 47 02000 Kyiv Ukraine,yes,
87605,Tasty Greens Правди,"Київ, пр-т Правди, 47",Retroville,Sviatoslav Yurchuk,Sviatoslav Yurchuk,food,active,ready_for_work,0,0,0,0,0,Tasty Greens Правди,"Київ, пр-т Правди, 47",yes,
15600,Євразія Retroville,"м. Київ, проспект Правди, 47",Retroville,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,51,45,6,0,1,Євразія Retroville,"м. Київ, проспект Правди, 47",yes,
162182,Файні Льоди Retroville,проспект Європейського Союзу 47 02000 Kyiv Ukraine,Retroville,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,0,0,0,0,0,Файні Льоди Retroville,проспект Європейського Союзу 47 02000 Kyiv Ukraine,yes,
65531,"Хінкальня ""Miminoshi"" проспект Правди","Київ, пр-т Правди, 47",Retroville,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,30,28,2,0,0,"Хінкальня ""Miminoshi"" проспект Правди","Київ, пр-т Правди, 47",yes,
68044,Юджин Бургер Правди,"м. Київ, проспект Правди, 47",Retroville,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,7,4,3,1,3,Юджин Бургер Правди,"м. Київ, проспект Правди, 47",yes,
28166,Burger Station,"Київ, Дніпровська набережна, 12",River Mall,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,2,1,1,0,1,Burger Station,"Київ, Дніпровська набережна, 12",yes,
11942,Cinnabon River Mall,"Київ, Дніпровська набережна, 12, ТРЦ “River Mall”",River Mall,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,29,24,5,0,2,Cinnabon River Mall,"Київ, Дніпровська набережна, 12, ТРЦ “River Mall”",yes,
13237,Meiwei RiverMall,"Київ, Дніпровська набережна, 12 (ТРЦ RiverMall)",River Mall,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,11,6,5,0,4,Meiwei RiverMall,"Київ, Дніпровська набережна, 12 (ТРЦ RiverMall)",yes,
85779,PAPI,"Дніпровська набережна 12, 02000 Київ",River Mall,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,8,6,2,1,2,PAPI,"Дніпровська набережна 12, 02000 Київ",yes,
173027,Salateira Дніпровська Набережна,Дніпровська набережна 12 02081 Kyiv Ukraine,River Mall,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,21,21,0,0,0,Salateira Дніпровська Набережна,Дніпровська набережна 12 02081 Kyiv Ukraine,yes,
182047,Качині історії ТЦ «Рівер молл»,Дніпровська набережна 12 02000 Kyiv Ukraine,River Mall,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,1,1,0,0,0,Качині історії ТЦ «Рівер молл»,Дніпровська набережна 12 02000 Kyiv Ukraine,yes,
162194,Файні Льоди River Mall,Дніпровська набережна 12 02081 Kyiv Ukraine,River Mall,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,0,0,0,0,0,Файні Льоди River Mall,Дніпровська набережна 12 02081 Kyiv Ukraine,yes,
91228,"Фудхол ""Сільпо Resto"" River Mall","м. Київ, Дніпровська набережна, 12, ТРЦ ""River Mall""",River Mall,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,2,2,0,0,0,"Фудхол ""Сільпо Resto"" River Mall","м. Київ, Дніпровська набережна, 12, ТРЦ ""River Mall""",yes,
15116,Cinnabon Sky Mall,"Київ, пр-т Генерала Ватутіна, 2Т, ТРЦ “SkyMall”",SkyMall,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,18,15,3,0,1,Cinnabon Sky Mall,"Київ, пр-т Генерала Ватутіна, 2Т, ТРЦ “SkyMall”",yes,
177104,Greek House ТРЦ Sky Mall,проспект Романа Шухевича 2т 02000 Kyiv Ukraine,SkyMall,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,20,19,1,0,1,Greek House ТРЦ Sky Mall,проспект Романа Шухевича 2т 02000 Kyiv Ukraine,yes,
173069,Salateira Проспект Романа Шухевича,проспект Романа Шухевича 2т 02000 Kyiv Ukraine,SkyMall,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,15,10,5,1,5,Salateira Проспект Романа Шухевича,проспект Романа Шухевича 2т 02000 Kyiv Ukraine,yes,
77991,TIGER FOOD від кінотеатру  KINOPARK,"м. Київ, ТРЦ ""Skymall"", пр-т Романа Шухевича, 2Т",SkyMall,Valentin Mudriac,Valentin Mudriac,food,active,ready_for_work,4,2,2,0,1,TIGER FOOD від кінотеатру  KINOPARK,"м. Київ, ТРЦ ""Skymall"", пр-т Романа Шухевича, 2Т",yes,
86722,Акція Бургер Шухевича,"SkyMall, проспект Романа Шухевича, 2т, Київ, 02232",SkyMall,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,2,2,0,0,0,Акція Бургер Шухевича,"SkyMall, проспект Романа Шухевича, 2т, Київ, 02232",yes,
68045,Юджин Бургер Шухевича,"Київ, проспект Романа Шухевича, 2т",SkyMall,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,10,4,6,0,5,Юджин Бургер Шухевича,"Київ, проспект Романа Шухевича, 2т",yes,
150897,Vah shaurma,"Берестейський проспект 26, ТЦ SmartPlaza, 03055 Київ",Smart Plaza Polytech,Stefaniia Oznobishyna,,food,active,ready_for_work,7,6,1,0,1,Vah shaurma,"Берестейський проспект 26, ТЦ SmartPlaza, 03055 Київ",no,"Знайдено в Databricks за адресою/назвою ТРЦ, відсутній в исходній таблиці"
177094,Greek House ТРЦ Smart  Plaza,Берестейський проспект 24 03055 Kyiv Ukraine,Smart Plaza Polytech,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,239,227,12,1,3,Greek House ТРЦ Smart  Plaza,Берестейський проспект 24 03055 Kyiv Ukraine,yes,
77875,Gremio Grill Берестейський пр-т,"Київ, пр-т Берестейський, 24",Smart Plaza Polytech,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,31,26,5,0,4,Gremio Grill Берестейський пр-т,"Київ, пр-т Берестейський, 24",yes,
9391,KFC Smart Plaza,"м. Київ, проспект Перемоги, 24",Smart Plaza Polytech,Khrystyna Bukhnii,Khrystyna Bukhnii,food,active,ready_for_work,240,227,13,0,7,KFC Smart Plaza,"м. Київ, проспект Перемоги, 24",yes,
203169,Волконський п-кт Берестейський,Берестейський проспект 24 03055 Kyiv Ukraine,Smart Plaza Polytech,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,1,1,0,0,0,Волконський п-кт Берестейський,Берестейський проспект 24 03055 Kyiv Ukraine,yes,
116390,Рис та Локшина,"Берестейський проспект 24, 02000 Київ",Smart Plaza Polytech,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,18,17,1,0,0,Рис та Локшина,"Берестейський проспект 24, 02000 Київ",yes,
193290,"""Rudi Burgers"" ТРЦ ""Victoria Gardens""",вулиця Лугова 12 04074 Kyiv Ukraine,Victoria Gardens,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,0,0,0,0,0,"""Rudi Burgers"" ТРЦ ""Victoria Gardens""",вулиця Лугова 12 04074 Kyiv Ukraine,yes,
40663,DÖNER МАРКЕТ Лугова,"Київ, вул. Лугова, 12",Victoria Gardens,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,12,10,2,0,0,DÖNER МАРКЕТ Лугова,"Київ, вул. Лугова, 12",yes,
118223,Бьорді by Doner Маркет вул. Лугова,"м. Київ, вул. Лугова, 12",Victoria Gardens,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,2,2,0,0,0,Бьорді by Doner Маркет вул. Лугова,"м. Київ, вул. Лугова, 12",yes,
118944,ШАУРМАМА вул. Лугова,"м.Київ, вул.Лугова, 12",Victoria Gardens,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,6,4,2,0,0,ШАУРМАМА вул. Лугова,"м.Київ, вул.Лугова, 12",yes,
86607,Mister Twister Глушкова,"Київ, пр-т Академіка Глушкова, 13",Магелан,Nataliia Klymas,,food,active,ready_for_work,2,1,1,0,0,Mister Twister Глушкова,"Київ, пр-т Академіка Глушкова, 13",no,"Знайдено в Databricks за адресою/назвою ТРЦ, відсутній в исходній таблиці"
80450,Pesto Cafe Глушкова,"Київ, пр-т Академіка Глушкова, 13",Магелан,Nataliia Klymas,,food,active,ready_for_work,21,17,4,0,2,Pesto Cafe Глушкова,"Київ, пр-т Академіка Глушкова, 13",no,"Знайдено в Databricks за адресою/назвою ТРЦ, відсутній в исходній таблиці"
12312,KFC Магелан,"м.Київ, проспект Академіка Глушкова, 13Б",Магелан,Khrystyna Bukhnii,Khrystyna Bukhnii,food,active,ready_for_work,231,212,19,0,11,KFC Магелан,"м.Київ, проспект Академіка Глушкова, 13Б",yes,
952742,Mission2 Шаурма Го!,проспект Академіка Глушкова 13Б 03187 Kyiv Ukraine,Магелан,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,5,5,0,0,0,Mission2 Шаурма Го!,проспект Академіка Глушкова 13Б 03187 Kyiv Ukraine,yes,
1132604,Mission2 Шаурмічна,проспект Академіка Глушкова 13Б 03187 Kyiv Ukraine,Магелан,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,19,10,9,0,4,Mission2 Шаурмічна,проспект Академіка Глушкова 13Б 03187 Kyiv Ukraine,yes,
157688,Pasta&Pizza Глушкова,проспект Академіка Глушкова 13Б 02000 Kyiv Ukraine,Магелан,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,2,1,1,0,0,Pasta&Pizza Глушкова,проспект Академіка Глушкова 13Б 02000 Kyiv Ukraine,yes,
12863,KFC Чернігівська,"м.Київ, вул. Гната Хоткевича, 1А.",Проспект,Khrystyna Bukhnii,,food,active,ready_for_work,489,469,20,0,8,KFC Чернігівська,"м.Київ, вул. Гната Хоткевича, 1А.",no,"Знайдено в Databricks за адресою/назвою ТРЦ, відсутній в исходній таблиці"
177065,Greek House ТРК Проспект,вулиця Гната Хоткевича 1В 02000 Kyiv Ukraine,Проспект,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,90,85,5,0,0,Greek House ТРК Проспект,вулиця Гната Хоткевича 1В 02000 Kyiv Ukraine,yes,
100361,Gremio Grill ТРЦ Проспект,"Київ, вул. Гната Хоткевича,1-В",Проспект,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,9,5,4,1,2,Gremio Grill ТРЦ Проспект,"Київ, вул. Гната Хоткевича,1-В",yes,
65338,McDonald's ТРК Проспект,"Проспект, м. Київ, вул. Хоткевича Гната, 1В, 02094",Проспект,Ganna Rudaia,Ganna Rudaia,food,active,ready_for_work,180,170,10,0,5,McDonald's ТРК Проспект,"Проспект, м. Київ, вул. Хоткевича Гната, 1В, 02094",yes,
173040,Salateira Гната Хоткевича,вулиця Гната Хоткевича 1В 02000 Kyiv Ukraine,Проспект,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,11,11,0,0,0,Salateira Гната Хоткевича,вулиця Гната Хоткевича 1В 02000 Kyiv Ukraine,yes,
86731,Акція Бургер Хоткевича,"Київ, Вул. Гната Хоткевича 1в",Проспект,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,11,11,0,0,0,Акція Бургер Хоткевича,"Київ, Вул. Гната Хоткевича 1в",yes,
162180,Файні Льоди вул. Гната Хоткевича,вулиця Гната Хоткевича 1В 02000 Kyiv Ukraine,Проспект,Stefaniia Oznobishyna,Stefaniia Oznobishyna,food,active,ready_for_work,0,0,0,0,0,Файні Льоди вул. Гната Хоткевича,вулиця Гната Хоткевича 1В 02000 Kyiv Ukraine,yes,
68042,Юджин Бургер Хоткевича,"Київ, Вул. Гната Хоткевича 1в",Проспект,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,22,21,1,0,0,Юджин Бургер Хоткевича,"Київ, Вул. Гната Хоткевича 1в",yes,
105504,Lviv Croissants ТРЦ Район,"Київ, вул. Миколи Лаврухіна, 4",РайON,Khrystyna Bukhnii,Khrystyna Bukhnii,food,active,ready_for_work,9,7,2,0,0,Lviv Croissants ТРЦ Район,"Київ, вул. Миколи Лаврухіна, 4",yes,
65267,McDonald's Район,"Район, м. Київ, вул. Лаврухина, 4, 02034",РайON,Ganna Rudaia,Ganna Rudaia,food,active,ready_for_work,381,351,30,0,5,McDonald's Район,"Район, м. Київ, вул. Лаврухина, 4, 02034",yes,
115057,Жуїстика Сільпо на Лаврухіна,"Київ, вул. Лаврухіна, 4",РайON,Marta Vaskina,Marta Vaskina,food,active,ready_for_work,3,2,1,0,0,Жуїстика Сільпо на Лаврухіна,"Київ, вул. Лаврухіна, 4",yes,
41135,Milk Bar TSUM,"Київ, вул. Хрещатик 38",ЦУМ Київ,Nataliia Klymas,Nataliia Klymas,food,active,ready_for_work,29,26,3,0,2,Milk Bar TSUM,"Київ, вул. Хрещатик 38",yes,
